id,source_entity_id,destination_entity_id,amount,currency,occurred_at,reference,channel,metadata_json,created_at
1654ca6c-24f7-49c7-a93b-b01f58d2255e,94b6962e-4b84-4f44-862b-5e04ea64138e,84019be2-71fd-4836-a1a8-d7ed014e297c,41754.70,NGN,2026-01-23T04:11:54+00:00,GRACE-TX-0001378,mobile_app,"{""purpose"": ""cash_deposit"", ""pattern_tag"": """", ""location"": ""Oyo""}",2026-01-23T04:11:54+00:00
ab1e67a5-7300-4644-b9fb-d5feeb64da0e,47a24aaf-4e98-4256-9695-bbe561727453,e1663a9a-55d0-4362-8854-28df89ccddc0,326788.34,NGN,2026-01-23T04:36:48+00:00,GRACE-TX-0001927,transfer,"{""purpose"": ""invoice_payment"", ""pattern_tag"": """", ""location"": ""Lagos""}",2026-01-23T04:36:48+00:00
344b0cfb-6807-46e8-93a7-d2c533d437c0,6fd23d47-87b1-4070-b260-be8e5a3d25d9,8de59154-256d-48fc-ba1e-51ce7084bb2f,500518.83,NGN,2026-01-23T05:02:33+00:00,GRACE-TX-0001485,transfer,"{""purpose"": ""inventory"", ""pattern_tag"": """", ""location"": ""Ogun""}",2026-01-23T05:02:33+00:00
2df9ace1-f335-4f68-b086-0178fe182ee9,2adc01bb-1234-4a10-82ce-74b170be95cf,dddc6630-7e1b-4ae0-89f5-2064f0593426,49749.75,NGN,2026-01-23T05:18:57+00:00,GRACE-TX-0000596,pos,"{""purpose"": ""transfer"", ""pattern_tag"": """", ""location"": ""Oyo""}",2026-01-23T05:18:57+00:00
b8b27998-770d-4014-9aeb-6fc133436f76,5cd340be-532a-4938-8e7b-45d640021619,9944d99a-9e7b-4c6c-a7ed-a8ca3e5810b6,266446.07,NGN,2026-01-23T05:22:17+00:00,GRACE-TX-0000621,agent_bank,"{""purpose"": ""inventory"", ""pattern_tag"": """", ""location"": ""Lagos""}",2026-01-23T05:22:17+00:00
f54f2aba-6de0-437c-9409-656de21fdb24,0804b385-3f8a-48ab-801f-d3953ef43b22,d8aa3dc6-1d49-4a6a-bc19-572f0d486076,590312.65,NGN,2026-01-23T05:49:08+00:00,GRACE-TX-0001162,transfer,"{""purpose"": ""salary"", ""pattern_tag"": """", ""location"": ""Enugu""}",2026-01-23T05:49:08+00:00
193db5f2-7dcf-49b9-b38d-358e8920f2e7,0d7e5916-d5ab-4b65-9e22-fedb91eeb9bf,9895189d-aa5b-4acf-9301-c6194ca06373,379319.51,NGN,2026-01-23T07:32:19+00:00,GRACE-TX-0000519,atm,"{""purpose"": ""inventory"", ""pattern_tag"": """", ""location"": ""Lagos""}",2026-01-23T07:32:19+00:00
892b65bc-483b-49f9-9851-4134d1e899b2,429e8c00-3d4f-4892-83a2-52d8ccd24929,525cad72-da7d-402d-8eb4-110b4f0e07e9,735699.00,NGN,2026-01-23T08:04:56+00:00,GRACE-TX-0000699,mobile_app,"{""purpose"": ""supplier_payment"", ""pattern_tag"": """", ""location"": ""Lagos""}",2026-01-23T08:04:56+00:00
3e62c547-42ac-44f4-82fd-776202852d21,6a4f41e8-4d43-4ae1-8c8e-298350f37e11,b01ffc92-21e7-406e-a7e2-7431d5b5b768,654922.23,NGN,2026-01-23T09:18:32+00:00,GRACE-TX-0000577,mobile_app,"{""purpose"": ""inventory"", ""pattern_tag"": """", ""location"": ""Ogun""}",2026-01-23T09:18:32+00:00
70a42614-061d-4914-b232-03e8e5eed540,0804b385-3f8a-48ab-801f-d3953ef43b22,086f3105-aa76-4095-9833-60a1db0eeaf5,123243.56,NGN,2026-01-23T09:48:49+00:00,GRACE-TX-0001259,agent_bank,"{""purpose"": ""transfer"", ""pattern_tag"": """", ""location"": ""Abuja""}",2026-01-23T09:48:49+00:00
d61724d5-7951-4d42-bf7b-b621ed6c421c,ebff9a56-9e75-4dac-b039-17b9f7b29f54,b4abbf05-b4cd-482e-b3b0-8647b2cb7200,624770.07,NGN,2026-01-23T11:33:14+00:00,GRACE-TX-0000253,agent_bank,"{""purpose"": ""inventory"", ""pattern_tag"": """", ""location"": ""Abuja""}",2026-01-23T11:33:14+00:00
860de90f-ba8a-4fdf-b550-346b149cc8a2,b38da10a-71d5-42e7-ae52-fba10ee6599d,f7ef9146-e6c9-4399-8d5a-de630034d913,103411.00,NGN,2026-01-23T12:14:00+00:00,GRACE-TX-0001904,agent_bank,"{""purpose"": ""cash_deposit"", ""pattern_tag"": """", ""location"": ""Anambra""}",2026-01-23T12:14:00+00:00
ad933344-9d25-424d-b8d3-27247ef26371,e31c1694-6558-4b69-9149-a376e945b47d,4b0c49af-2d92-44e3-adb1-c75f579ed67b,443818.44,NGN,2026-01-23T16:27:26+00:00,GRACE-TX-0001235,web,"{""purpose"": ""transfer"", ""pattern_tag"": """", ""location"": ""Kano""}",2026-01-23T16:27:26+00:00
add38699-9191-4593-a4a1-e7b39d17e333,2ee95d6c-bc9d-4b08-a5ba-f68700233d50,9838b898-9ea0-4d6e-b390-d5891170153b,810185.31,NGN,2026-01-23T18:30:17+00:00,GRACE-TX-0000659,mobile_app,"{""purpose"": ""supplier_payment"", ""pattern_tag"": """", ""location"": ""Delta""}",2026-01-23T18:30:17+00:00
319b8fed-07c6-4951-a76a-bf36259604fe,4f3342ce-9dfe-43c3-a3d9-4e203fa436e8,9e6970d5-54f7-4e21-8ff4-64d6589f651d,211759.05,NGN,2026-01-23T23:57:23+00:00,GRACE-TX-0001556,web,"{""purpose"": ""invoice_payment"", ""pattern_tag"": """", ""location"": ""Delta""}",2026-01-23T23:57:23+00:00
962744f4-9546-46cb-bc90-876c9f114e53,08e91179-1895-4593-9a28-240cb1145769,ead90a26-049b-4d45-8767-5dbb178ef4ce,375696.26,NGN,2026-01-24T00:01:47+00:00,GRACE-TX-0001810,transfer,"{""purpose"": ""supplier_payment"", ""pattern_tag"": """", ""location"": ""Delta""}",2026-01-24T00:01:47+00:00
9dae3c9c-851b-4a94-9895-b67d8e40bc2e,4835d795-c6bc-40a0-a613-d2d90f239ac1,4d24bb7e-d797-4669-8c6b-a0bdd15bbfa9,373727.10,NGN,2026-01-24T00:35:38+00:00,GRACE-TX-0000309,transfer,"{""purpose"": ""inventory"", ""pattern_tag"": """", ""location"": ""Enugu""}",2026-01-24T00:35:38+00:00
13196fa2-2618-433b-a00f-19ac0c3ba96d,cec692d8-1fb8-42bd-8f38-afe472e2474a,ba5cd962-0637-4043-802a-7f9c20d3d0a4,549585.48,NGN,2026-01-24T02:51:57+00:00,GRACE-TX-0001108,agent_bank,"{""purpose"": ""cash_deposit"", ""pattern_tag"": """", ""location"": ""Kano""}",2026-01-24T02:51:57+00:00
91b27b70-8eb1-49d6-a970-e9fb91be9bf4,55158a50-3fe0-455a-a228-3c1ba708721a,ebff9a56-9e75-4dac-b039-17b9f7b29f54,141881.13,NGN,2026-01-24T03:32:27+00:00,GRACE-TX-0001725,web,"{""purpose"": ""transfer"", ""pattern_tag"": """", ""location"": ""Kano""}",2026-01-24T03:32:27+00:00
67dd8c37-6798-4201-8430-d316a5f22b92,236891f1-392d-4e73-8519-750b3f2f4beb,935b7a8b-7d00-41c2-a506-7df5d3dd09c1,389636.39,NGN,2026-01-24T06:06:55+00:00,GRACE-TX-0000125,ussd,"{""purpose"": ""transfer"", ""pattern_tag"": """", ""location"": ""Abuja""}",2026-01-24T06:06:55+00:00
3eff77c2-9593-41b6-8be9-5c415eac9f2f,7e325791-ab1c-4e3e-a682-6e97fddaba6c,62124c5f-209d-4253-8290-9c5f6d53c401,156639.06,NGN,2026-01-24T07:18:39+00:00,GRACE-TX-0000777,pos,"{""purpose"": ""invoice_payment"", ""pattern_tag"": """", ""location"": ""Delta""}",2026-01-24T07:18:39+00:00
ace745f6-2dc4-40e3-9b6e-db4aacdcda23,2d866b79-a449-4e65-bb44-a27068b6165c,65a13708-c737-4fb0-b658-be5e021ef675,129373.75,NGN,2026-01-24T07:58:51+00:00,GRACE-TX-0000127,agent_bank,"{""purpose"": ""transfer"", ""pattern_tag"": """", ""location"": ""Oyo""}",2026-01-24T07:58:51+00:00
9f9f31b2-33dc-42dd-9772-ba3405f28607,a371146c-d01d-47df-ad94-77c4b11e9db5,f4296991-f240-44d5-b8ac-e831ee006f93,97855.46,NGN,2026-01-24T08:37:33+00:00,GRACE-TX-0001811,agent_bank,"{""purpose"": ""supplier_payment"", ""pattern_tag"": """", ""location"": ""Kaduna""}",2026-01-24T08:37:33+00:00
4284698d-2663-4bb2-859c-99ed0493763a,5b17b1b0-07f9-4cce-9ae4-b80ea9802a00,537f72ad-c653-48d0-ab09-ad6217dba097,70671.11,NGN,2026-01-24T08:47:19+00:00,GRACE-TX-0000249,pos,"{""purpose"": ""cash_deposit"", ""pattern_tag"": """", ""location"": ""Rivers""}",2026-01-24T08:47:19+00:00
ad7cf78b-3306-4305-820a-4138e5936b0e,0ffcfbb3-cac0-4262-a827-44bac5f6e5e6,8f60dcac-80fc-4432-9845-35ad9dba2d99,275027.94,NGN,2026-01-24T09:04:34+00:00,GRACE-TX-0001005,mobile_app,"{""purpose"": ""agent_settlement"", ""pattern_tag"": """", ""location"": ""Anambra""}",2026-01-24T09:04:34+00:00
9b519672-1024-4ce9-bfe5-320a9c37f0a8,d38be485-3fba-44ed-8eac-fb0d13dc6e41,2fec765e-a610-4926-b9bc-c60d4849f7e4,397844.90,NGN,2026-01-24T10:38:28+00:00,GRACE-TX-0001968,atm,"{""purpose"": ""invoice_payment"", ""pattern_tag"": """", ""location"": ""Lagos""}",2026-01-24T10:38:28+00:00
9e796953-a86a-40a2-91f7-095b6b73e543,d074b790-60fb-442e-aa6f-7f7811aba16c,0053619f-16bf-4d3c-a49c-83d1040ade17,391584.20,NGN,2026-01-24T11:26:06+00:00,GRACE-TX-0001755,agent_bank,"{""purpose"": ""salary"", ""pattern_tag"": """", ""location"": ""Abuja""}",2026-01-24T11:26:06+00:00
845c50d9-a136-4707-b9dd-4463222d2553,0f487c00-6890-43c4-a277-1716062b9628,5ec1f119-5c69-43b2-a60d-0f3f15b18f3a,487703.30,NGN,2026-01-24T13:13:22+00:00,GRACE-TX-0001965,agent_bank,"{""purpose"": ""agent_settlement"", ""pattern_tag"": """", ""location"": ""Anambra""}",2026-01-24T13:13:22+00:00
315d908b-de7d-4089-8cfd-31f43127d322,50e089c8-3075-4292-bb8e-e510ea16b382,3aadad40-baa7-48b9-990e-b7f157202ff4,88353.70,NGN,2026-01-24T14:45:42+00:00,GRACE-TX-0000613,ussd,"{""purpose"": ""invoice_payment"", ""pattern_tag"": """", ""location"": ""Enugu""}",2026-01-24T14:45:42+00:00
a0a3bf78-3652-4870-b682-b5bf434c6d01,850e0fbb-0266-4d33-9daa-ba9fcf2d9050,5f55ac17-c738-47d4-8db6-2d6136800167,290859.04,NGN,2026-01-24T14:52:32+00:00,GRACE-TX-0000911,mobile_app,"{""purpose"": ""agent_settlement"", ""pattern_tag"": """", ""location"": ""Enugu""}",2026-01-24T14:52:32+00:00
48a45085-bc19-490c-add1-a96fcf1aa5d3,3bde5ec9-e94c-48af-baf1-c64204c97e6a,86266299-3532-4218-b6d2-e9602e171919,160114.62,NGN,2026-01-24T15:16:34+00:00,GRACE-TX-0001952,atm,"{""purpose"": ""inventory"", ""pattern_tag"": """", ""location"": ""Ogun""}",2026-01-24T15:16:34+00:00
634a6e2b-8649-4298-aa66-9b3f0b7737b8,176338ac-4d2a-4bc3-bdb1-04a013104e97,0413cd9e-373d-413a-b628-314455259483,221060.29,NGN,2026-01-24T15:26:19+00:00,GRACE-TX-0000722,agent_bank,"{""purpose"": ""transfer"", ""pattern_tag"": """", ""location"": ""Enugu""}",2026-01-24T15:26:19+00:00
f7433a40-b7a3-4ecf-a0c7-323845f00bf6,36fa4c8d-de61-434e-9680-daa234b6e0f4,81037815-fd87-42ed-b92f-193cb3f0ba8e,457300.09,NGN,2026-01-24T16:01:49+00:00,GRACE-TX-0000802,agent_bank,"{""purpose"": ""inventory"", ""pattern_tag"": """", ""location"": ""Kaduna""}",2026-01-24T16:01:49+00:00
4d584059-e309-497e-96d3-e5a229d2248d,9f7c2796-5515-4287-8aa3-69fdf203e4c6,66cb9a8e-50b0-4f85-ba91-b1030807e53b,63008.34,NGN,2026-01-24T16:04:48+00:00,GRACE-TX-0001069,web,"{""purpose"": ""inventory"", ""pattern_tag"": """", ""location"": ""Oyo""}",2026-01-24T16:04:48+00:00
a9220dca-d6cd-40de-ac2f-6454dd0c7835,d02eb245-8bbc-4a10-98a5-32f3fe086e5f,0413cd9e-373d-413a-b628-314455259483,741771.58,NGN,2026-01-24T16:51:36+00:00,GRACE-TX-0001646,mobile_app,"{""purpose"": ""agent_settlement"", ""pattern_tag"": """", ""location"": ""Oyo""}",2026-01-24T16:51:36+00:00
9f34c573-78e7-4860-8a0f-f052ee76a303,b48c126d-2939-4ded-9f4c-6e0e4866cbb1,598c5aa4-913a-4f38-91c5-6aff80b6ad00,44019.85,NGN,2026-01-24T17:03:56+00:00,GRACE-TX-0001525,web,"{""purpose"": ""transfer"", ""pattern_tag"": """", ""location"": ""Enugu""}",2026-01-24T17:03:56+00:00
81158b78-1693-4ca9-ab43-2bb0b3088336,467f0c0e-12c2-4402-b2bf-31b51121a72d,e44ba79a-265c-40b0-9049-673aac1f2672,56699.44,NGN,2026-01-24T17:26:44+00:00,GRACE-TX-0001373,web,"{""purpose"": ""supplier_payment"", ""pattern_tag"": """", ""location"": ""Oyo""}",2026-01-24T17:26:44+00:00
4664e264-b945-4673-a5b5-bdd930da53c2,72fe9351-e84c-4f2d-8294-b4aa66b834d8,4945d5da-2fe3-480c-811f-3d56113735b9,180377.45,NGN,2026-01-24T18:34:31+00:00,GRACE-TX-0001591,agent_bank,"{""purpose"": ""supplier_payment"", ""pattern_tag"": """", ""location"": ""Anambra""}",2026-01-24T18:34:31+00:00
1b64f144-0d91-41f2-8c26-a5683da2fbd0,429be81a-993d-405d-a55c-f9c545e7c7a8,0f963dd5-7d6d-4e29-aa85-c7ab43b5e8a0,431300.16,NGN,2026-01-24T19:23:30+00:00,GRACE-TX-0001508,mobile_app,"{""purpose"": ""agent_settlement"", ""pattern_tag"": """", ""location"": ""Kano""}",2026-01-24T19:23:30+00:00
